"www.denzai-net.jp","RE-100J|樹脂製レジスター 標準型","RE-100J","<th>商品情報</th> 
<td> 規格：標準型<br> 入数：1<br> 単位：個<br> </td>","792.0","1","","http://www.denzai-net.jp/item_airconditioning/RE-100J.htm",""
"www.denzai-net.jp","KIWAKU200|換気扇木枠 20センチ","KIWAKU200","<th>商品情報</th> 
<td> 規格：20cm用、□292mm(内寸250) t<br> 入数：1<br> 単位：組<br> </td>","1976.0","1","","http://www.denzai-net.jp/item_airconditioning/KIWAKU200.htm",""
"www.denzai-net.jp","FY-08ASED|ルームツーファン","FY-08ASED","<th>商品情報</th> 
<td> 規格：壁取付専用<br> 入数：1<br> 単位：台<br> </td>","14818.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-08ASED.htm",""
"www.denzai-net.jp","FY-08FFA1|床下用換気扇","FY-08FFA1","<th>商品情報</th> 
<td> 規格：本体1台のみ<br> 入数：1<br> 単位：台<br> </td>","20488.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-08FFA1.htm",""
"www.denzai-net.jp","FY-08WS2|窓取付形換気扇 排気","FY-08WS2","<th>商品情報</th> 
<td> 規格：水洗トイレ用　窓用換気扇<br> 入数：1<br> 単位：台<br> </td>","9634.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-08WS2.htm",""
"www.denzai-net.jp","FY-10A2-W|Q-hiファン 同時給排形","FY-10A2-W","<th>商品情報</th> 
<td> 規格：薄型10畳用 ホワイト<br> 入数：1<br> 単位：台<br> </td>","18220.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-10A2-W.htm",""
"www.denzai-net.jp","FY-12DZC1|中間ダクトファン","FY-12DZC1","<th>商品情報</th> 
<td> 規格：居室トイレ用 風圧式シャッタ<br> 入数：1<br> 単位：台<br> </td>","14256.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-12DZC1.htm",""
"www.denzai-net.jp","FY-12E-W|Q-hiファン 天井埋込形","FY-12E-W","<th>商品情報</th> 
<td> 規格：熱交換タイプ 12畳用<br> 入数：1<br> 単位：台<br> </td>","51592.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-12E-W.htm",""
"www.denzai-net.jp","FY-17B7|天井埋込形換気扇","FY-17B7","<th>商品情報</th> 
<td> 規格：鋼板製ルーバー別<br> 入数：1<br> 単位：個<br> </td>","10206.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-17B7.htm",""
"www.denzai-net.jp","FY-20GSU3|低騒音形有圧換気扇","FY-20GSU3","<th>商品情報</th> 
<td> 規格：単相100V 15W<br> 入数：1<br> 単位：台<br> </td>","21298.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-20GSU3.htm",""
"www.denzai-net.jp","FY-25GTU3|低騒音形有圧換気扇","FY-25GTU3","<th>商品情報</th> 
<td> 規格：三相200V 25W<br> 入数：1<br> 単位：台<br> </td>","22594.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-25GTU3.htm",""
"www.denzai-net.jp","FY-60HJR3H-K|浅形レンジフード","FY-60HJR3H-K","<th>商品情報</th> 
<td> 規格：W60ｃｍ 丸ダクト接続<br> 入数：1<br> 単位：台<br> </td>","53698.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-60HJR3H-K.htm",""
"www.denzai-net.jp","FY-GAS1053|有圧換気扇用シャッター","FY-GAS1053","<th>商品情報</th> 
<td> 規格：風圧式 鋼板製<br> 入数：1<br> 単位：個<br> </td>","63094.0","1","","http://www.denzai-net.jp/item_airconditioning/FY-GAS1053.htm",""
"www.denzai-net.jp","P-01DHMS|ドレン排出部材","P-01DHMS","<th>商品情報</th> 
<td> 入数：1<br> 単位：個<br> </td>","4104.0","1","","http://www.denzai-net.jp/item_airconditioning/P-01DHMS.htm",""
"www.denzai-net.jp","AD|親子式インターホン玄関子機","AD","<th>商品情報</th> 
<td> 規格：1個用ボックス取付可能<br> 入数：1<br> 単位：個<br> </td>","1642.0","1","","http://www.denzai-net.jp/item_media/AD.htm",""
"www.denzai-net.jp","NB-L-C|ナースコール","NB-L-C","<th>商品情報</th> 
<td> 規格：天井埋込型子機<br> 入数：1<br> 単位：台<br> </td>","5184.0","1","","http://www.denzai-net.jp/item_media/NB-L-C.htm",""
"www.denzai-net.jp","2DB1C|2分配器 屋外用","2DB1C","<th>商品情報</th> 
<td> 規格：入・出力1端子間通電<br> 入数：1<br> 単位：個<br> </td>","3305.0","1","","http://www.denzai-net.jp/item_media/2DB1C.htm",""
"www.denzai-net.jp","GRK-25N|ステー金具","GRK-25N","<th>商品情報</th> 
<td> 規格：25φマスト用<br> 入数：1<br> 単位：個<br> </td>","162.0","1","","http://www.denzai-net.jp/item_media/GRK-25N.htm",""
"www.denzai-net.jp","HP-7A|テレビコンセントプラグ","HP-7A","<th>商品情報</th> 
<td> 入数：1<br> 単位：個<br> </td>","292.0","1","","http://www.denzai-net.jp/item_media/HP-7A.htm",""
"www.denzai-net.jp","MC0002C|CS/BS-IF CAUHF混合器","MC0002C","<th>商品情報</th> 
<td> 規格：屋外用<br> 入数：1<br> 単位：個<br> </td>","3618.0","1","","http://www.denzai-net.jp/item_media/MC0002C.htm",""
"www.denzai-net.jp","WTS71H|直列ユニット 直付タイプ","WTS71H","<th>商品情報</th> 
<td> 規格：中間用<br> 入数：1<br> 単位：個<br> </td>","1026.0","1","","http://www.denzai-net.jp/item_media/WTS71H.htm",""
"www.denzai-net.jp","HK11|感知器取付金具セット　１０組入","HK11","<th>商品情報</th> 
<td> 規格：一般形鋼用(LF1_FZ1)<br> 入数：1<br> 単位：セット<br> </td>","1588.0","1","","http://www.denzai-net.jp/item_security/HK11.htm",""
"www.denzai-net.jp","77A30A|CATV770MHZブースタ","77A30A","<th>商品情報</th> 
<td> 規格：双方向 屋内用<br> 入数：1<br> 単位：台<br> </td>","26136.0","1","","http://www.denzai-net.jp/item_media/77A30A.htm",""
"www.denzai-net.jp","ATT10|減衰器 F型","ATT10","<th>商品情報</th> 
<td> 規格：10ｄＢ<br> 入数：1<br> 単位：個<br> </td>","2052.0","1","","http://www.denzai-net.jp/item_media/ATT10.htm",""
"www.denzai-net.jp","BC45R|BS・CSアンテナ","BC45R","<th>商品情報</th> 
<td> 規格：45センチ 右旋円偏波<br> 入数：1<br> 単位：台<br> </td>","6264.0","1","","http://www.denzai-net.jp/item_media/BC45R.htm",""
"www.denzai-net.jp","CM120|マスト接続金具","CM120","<th>商品情報</th> 
<td> 規格：90?125ミリ<br> 入数：1<br> 単位：個<br> </td>","3089.0","1","","http://www.denzai-net.jp/item_media/CM120.htm",""
"www.denzai-net.jp","CS-77F-7W|BL型直列ユニット","CS-77F-7W","<th>商品情報</th> 
<td> 規格：F型シールド型 中間用<br> 入数：1<br> 単位：個<br> </td>","4752.0","1","","http://www.denzai-net.jp/item_media/CS-77F-7W.htm",""
"www.denzai-net.jp","MC-UV-7|BL型VUミキサー","MC-UV-7","<th>商品情報</th> 
<td> 規格：F型 屋外用<br> 入数：1<br> 単位：個<br> </td>","5184.0","1","","http://www.denzai-net.jp/item_media/MC-UV-7.htm",""
"www.denzai-net.jp","VEDA10H|ドアホンアダプター","VEDA10H","<th>商品情報</th> 
<td> 入数：1<br> 単位：台<br> </td>","8100.0","1","","http://www.denzai-net.jp/item_media/VEDA10H.htm",""
"www.denzai-net.jp","VL-862W|玄関電話 1形 スピーカー","VL-862W","<th>商品情報</th> 
<td> 規格：呼出増設用<br> 入数：1<br> 単位：台<br> </td>","1890.0","1","","http://www.denzai-net.jp/item_media/VL-862W.htm",""
